sart_source,control_profile,low_engagement_rate,low_engagement_rate_ci_lower,low_engagement_rate_ci_upper,one_vs_rest_odds_ratio,odds_ratio_ci_lower,odds_ratio_ci_upper
full_225,Paired-Control-GMM4-full-C1,0.35051546391752575,0.27807486631016043,0.4260355029585799,1.5471952258624693,1.055717422133876,2.289032518721021
full_225,Paired-Control-GMM4-full-C2,0.16666666666666666,0.12937938340641805,0.20652242361187165,0.2876713874642802,0.19829141054154134,0.4077285829580304
full_225,Paired-Control-GMM4-full-C3,0.723404255319149,0.5945945945945946,0.84375,7.627953344903872,4.233373515219742,15.467273596250497
full_225,Paired-Control-GMM4-full-C4,0.3805309734513274,0.2903013582342954,0.47692307692307695,1.72490547108846,1.0935732834513403,2.6278256684215244
abbreviated_96,Paired-Control-GMM4-full-C1,0.38144329896907214,0.31343111630786163,0.45077720207253885,1.7182146380197825,1.2093245242032131,2.448201206353141
abbreviated_96,Paired-Control-GMM4-full-C2,0.1794871794871795,0.14135983382654224,0.21907395024539716,0.3017338135310108,0.21397089642938305,0.4172473780250136
abbreviated_96,Paired-Control-GMM4-full-C3,0.6808510638297872,0.5370257452574526,0.8181818181818182,5.733185959612227,3.088932328613161,11.891672012843319
abbreviated_96,Paired-Control-GMM4-full-C4,0.3805309734513274,0.2845510933557611,0.4774774774774775,1.5969544916258764,1.0241720578314313,2.4526582263641266
