metric,abbreviated_column,full_column,n_sessions,pearson_r,spearman_r,lins_ccc,mean_bias,mae,rmse
commission_rate,short_sart_commission_rate_raw,full_sart_commission_rate_raw,744,0.9317676864667334,0.9297317561005382,0.9290268278922691,0.017477253928866836,0.07339950372208437,0.09520955679999132
omission_rate,short_sart_omission_rate_raw,full_sart_omission_rate_raw,744,0.9525843708551646,0.9089739092652174,0.9417333463646229,-0.0038661967495690727,0.008411977755889354,0.026425082743626087
anticipatory_rate,short_sart_anticipatory_rate_raw,full_sart_anticipatory_rate_raw,744,0.969384586911892,0.9351637015904479,0.9692348169632705,-0.0008015780185504398,0.006015195354182058,0.01240661095329472
go_mean_rt_ms,short_sart_go_mean_rt_ms_raw,full_sart_go_mean_rt_ms_raw,744,0.9698638620355641,0.9641268487290087,0.9632882701966258,-8.976176905231762,13.763108437217289,20.893888044711897
go_rt_cv,short_sart_go_rt_cv_raw,full_sart_go_rt_cv_raw,744,0.9137928587622599,0.9184778652863692,0.9098971029955121,-0.01034076826800328,0.027915040990984543,0.04804453630849964
